사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자,자치구
202303,공항철도 1호선,디지털미디어시티,132,1,3841,1110,8410,7942,21606,32957,22485,98130,13409,45341,9347,16975,10556,12660,11237,12982,12857,13483,12806,10867,14458,11684,20480,13161,51325,19691,94075,28734,37459,19809,22110,11420,19575,9489,18107,9379,7723,5888,908,2681,0,1,0,0,0,0,20230403,은평구
202303,공항철도 1호선,마곡나루(서울식물원),10,2,2586,1088,5420,13829,16342,31765,17303,74917,9504,30904,6185,11380,6658,6809,7844,7443,7932,8483,7807,7505,11586,7320,21128,8613,58884,12887,56222,19002,21406,13490,13602,7966,11713,7242,8529,7543,2807,4598,431,2662,0,0,0,0,0,0,20230403,강서구
202303,공항철도 1호선,서울역,308,2,3378,1782,3723,14242,12416,22364,16065,30159,14373,26799,15119,19702,16750,19509,20974,20571,25403,18923,18079,14945,29341,17079,30575,17538,36016,21032,38217,22014,28793,19381,21836,12495,23856,10587,16977,8397,9426,3746,146,2385,0,0,0,0,0,0,20230403,중구
202303,공항철도 1호선,홍대입구,265,28,5052,380,5914,3758,11691,10830,14551,26709,12166,27933,12534,22667,13627,25725,15354,29666,17368,31459,20009,27267,24745,28184,30628,29966,38850,34708,43613,42834,35167,28875,32995,15131,37462,12136,33557,11046,15823,7983,1372,2405,0,0,0,0,0,0,20230403,마포구
202303,분당선,강남구청,51,0,1428,650,2869,5345,8495,16708,11564,59132,9406,48123,9357,22316,10077,15668,11243,15350,12703,17311,14536,15062,16395,15290,19829,16530,30884,18638,54004,22183,27924,14229,16427,7745,15276,6548,10557,6358,3698,3887,98,830,0,0,0,0,0,0,20230403,강남구
202303,분당선,개포동,0,0,1075,658,4136,4225,12217,7643,13722,11450,8776,9173,7003,7600,6453,5810,8304,6842,6900,8980,6974,7710,8378,7962,13096,8756,10734,10676,10211,13402,6390,11156,5118,6787,5349,6197,4814,6387,1753,3877,65,113,0,0,0,0,0,0,20230403,강남구
202303,분당선,구룡,0,0,561,1171,1697,8946,4764,12248,6517,6495,5606,2906,4427,2544,3612,1776,3781,2529,3260,2592,3556,2719,5142,3248,13063,3519,8503,4426,5654,5328,2955,4332,1742,2666,3182,2533,774,2646,227,1871,11,99,0,0,0,0,0,0,20230403,강남구
202303,분당선,대모산입구,24,7,2127,815,6364,3109,21805,6558,22632,11985,13750,6505,9350,4713,8330,5336,8414,5742,7750,6703,6615,6336,7654,8459,10102,9691,11141,12178,10905,16214,5492,14203,3150,8713,2875,8238,1877,8670,647,5039,11,249,0,0,0,0,0,0,20230403,강남구
202303,분당선,도곡,87,0,1571,1323,4851,7885,11679,16701,17063,26198,12961,19528,10826,9789,10821,9477,11054,9388,12313,10405,12875,10462,15533,10754,19161,12000,24355,13838,24480,16408,12915,13558,9614,8486,7531,7747,5667,7183,1488,4200,88,418,0,0,0,0,0,0,20230403,강남구
202303,분당선,복정,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20230403,송파구
202303,분당선,서울숲,170,0,2618,606,5326,5706,13858,25512,24277,48781,16461,37023,9813,26008,10926,22123,13499,22904,16105,26413,19204,25990,24183,25465,31599,24997,48449,25117,59811,31578,34236,20327,22594,10380,20020,8228,12866,8363,3615,4240,87,1009,0,0,0,0,0,0,20230403,성동구
202303,분당선,선릉,50,1,1152,1322,2669,11301,5990,46476,7823,145980,6667,98827,7699,42300,9355,26170,11382,22281,13285,24778,15141,19281,19303,17079,28183,19968,51216,24283,84893,28010,38692,16445,24195,8203,22377,6674,18192,6080,5403,3684,269,704,0,0,0,0,0,0,20230403,강남구
202303,분당선,선정릉,13,1,1051,1134,2194,5074,5280,13934,7914,53729,6564,44525,6049,18551,7923,11035,9261,8960,9522,9870,10953,8819,11699,7698,14283,8512,27771,9550,46516,10733,24000,7128,11865,4253,10209,3638,6741,3937,2472,2396,134,488,0,0,0,0,0,0,20230403,강남구
202303,분당선,수서,21,1,3547,4766,7463,15063,27880,30456,43634,49048,28737,28121,27079,20719,21255,16697,25490,21180,23058,20197,17022,20359,26466,23491,32411,29083,38139,35470,46350,47099,20045,33266,21303,21814,14513,19507,16189,16821,7077,7108,33,1050,0,0,0,0,0,0,20230403,강남구
202303,분당선,압구정로데오,166,2,2650,999,4259,12868,6272,27552,9360,82597,9208,110871,10037,60086,14893,43358,19176,38447,23569,38889,29529,35505,38522,33322,49934,35936,69905,43467,97354,50535,73365,30405,57813,13601,45107,9376,33911,7900,13324,5027,514,1104,0,0,0,0,0,0,20230403,강남구
202303,분당선,한티,28,3,2401,1428,8051,9960,26205,31578,32011,51910,21982,44113,17325,26891,18082,21505,21510,25185,22312,32917,21772,23834,25124,25694,31325,34620,47614,45375,49212,43265,30125,29531,32759,16739,27828,15232,37135,13958,5224,7783,222,458,0,0,0,0,0,0,20230403,강남구
202303,신림선,관악산(서울대),1,2,658,598,1630,1302,5465,4627,6112,13674,3847,16993,3611,15720,4692,8557,6700,6970,8465,7247,9950,5345,12176,4550,12528,3228,10549,3507,8927,4254,3391,3576,2158,2560,1665,2505,1209,2398,502,1618,139,949,1,81,0,0,0,0,20230403,관악구
202303,신림선,당곡,0,0,1974,186,3976,1320,13343,3517,19016,8344,11951,5849,7261,4517,7041,4569,7342,5073,7187,5767,6519,6193,6494,7781,7181,8760,7963,10519,9268,17254,5035,13328,4406,7775,2974,7117,2180,6326,1124,4211,247,1444,0,3,0,0,0,0,20230403,관악구
202303,신림선,대방,17,0,1579,325,2075,1137,6339,2864,11156,5319,6223,3524,4623,2330,4834,2508,4541,2947,4882,3412,4538,3163,4783,3243,4643,4009,6092,5004,5991,7387,3491,4837,3128,3306,2945,3371,2228,3159,939,2277,166,785,0,56,0,0,0,0,20230403,동작구
202303,신림선,보라매,0,0,1482,255,2684,1303,8715,5367,13336,13388,7695,4140,5029,3202,4943,3228,5228,3966,5115,4149,5623,3926,6316,4766,7644,5583,7001,7715,12193,11912,4842,9125,4001,5161,3603,4569,2799,4381,1521,2778,385,913,0,2,0,0,0,0,20230403,동작구
202303,신림선,샛강,0,0,345,770,787,3012,1571,11839,2720,26972,2215,10047,1855,4276,1908,3611,2248,3407,2466,3834,3190,3405,4227,3211,5019,3705,10696,3732,18738,4944,6489,2732,4694,1642,4226,1259,3497,1084,1527,629,510,304,1,45,0,0,0,0,20230403,영등포구
202303,신림선,서울대벤처타운,1,0,5377,251,9153,2575,31874,6012,43094,9337,26093,8170,16402,6651,14569,7393,15757,9655,15520,9838,13471,11148,12708,14168,13769,18436,14374,21443,15262,33157,8968,29160,6199,17585,5143,16119,5445,15917,2208,11759,543,5769,0,110,0,0,0,0,20230403,관악구
202303,신림선,서원,0,0,2145,203,3959,627,14058,1115,20731,2168,12367,1811,6612,1866,5410,2178,5675,2574,5352,3025,4289,3320,3710,5079,3834,5846,3746,7693,3530,11329,2488,11005,2032,7706,1246,6626,967,6441,418,4752,107,1554,0,7,0,0,0,0,20230403,관악구
202303,신림선,신림,1,0,911,158,1248,539,4014,1459,7272,2753,3944,2869,2548,2386,2609,2921,2841,3269,2855,3856,2633,3656,2834,4900,2966,5155,2942,6908,3259,10998,2546,7344,1910,4136,1701,3481,1341,3174,858,2198,290,832,0,6,0,0,0,0,20230403,관악구
202303,우이신설선,4.19민주묘지,5,0,1511,288,3387,865,9792,2057,10979,15546,7093,6596,5729,8962,6216,13421,7095,6937,7925,7090,9107,7129,9360,5604,13612,6181,13993,7001,7962,8276,4292,8267,3318,4924,2428,4726,1397,3851,559,2884,114,777,0,1,0,0,0,0,20230403,강북구
202303,우이신설선,가오리,6,1,2694,319,6524,1490,18798,3013,19604,6142,12215,4990,8929,4491,8825,5037,8210,5442,7863,6171,6387,6689,6294,8484,6166,10350,6515,11153,5084,14458,3657,13945,2442,8560,1738,7609,1279,6572,577,3921,211,1247,0,0,0,0,0,0,20230403,강북구
202303,우이신설선,보문,9,0,544,134,1117,1055,2284,3819,4535,5458,3627,3475,2727,2525,2620,2328,2967,2560,3090,2808,2928,2557,3303,2844,4142,3117,3815,3359,4062,4322,2474,3029,1959,1972,1792,1822,1368,1691,657,1078,170,384,0,4,0,0,0,0,20230403,성북구
202303,우이신설선,북한산보국문,13,2,2529,567,8196,2184,23235,5869,25307,13065,18205,8817,12917,8025,11764,7129,12016,7244,11768,7889,10444,8765,10845,10662,13601,13265,14440,16071,13785,21804,6891,20293,4830,13181,4190,11789,3198,10910,1751,7499,539,2105,0,0,0,0,0,0,20230403,성북구
202303,우이신설선,북한산우이,15,1,1567,493,3651,1552,9921,2818,11128,7331,6628,10316,5039,10645,5216,8515,6764,6654,7698,5481,8826,5046,9415,4894,8255,4836,6723,5562,5325,6568,3271,5929,2070,3959,1531,3338,906,2969,469,1814,153,885,0,52,0,0,0,0,20230403,강북구
202303,우이신설선,삼양,1,0,1141,464,2801,992,7609,1514,8071,3613,5610,2826,4132,2816,4076,2613,4143,3024,4095,3689,3610,3767,3111,5029,3253,5621,3145,5007,2897,6783,1916,5978,1354,3644,978,3346,503,2903,306,1570,67,528,0,0,0,0,0,0,20230403,강북구
202303,우이신설선,삼양사거리,4,1,1374,360,3063,1153,8650,2458,10133,4220,6767,3248,5441,3304,4949,3652,5322,4091,5186,4531,4268,4659,4021,6109,4114,6779,4143,6243,3606,7814,2913,7078,1885,4036,1509,3422,1106,2881,505,1681,127,549,0,0,0,0,0,0,20230403,강북구
202303,우이신설선,성신여대입구(돈암),2,0,728,418,1163,1307,4084,4409,7599,11455,5536,7450,4638,6727,5333,7544,5961,7117,6168,7809,6249,8062,6808,7999,8008,9236,8297,10816,9942,13430,7040,8619,6489,5009,7902,3811,6730,2955,3095,2100,790,718,0,0,0,0,0,0,20230403,성북구
202303,우이신설선,솔밭공원,11,0,2107,229,4446,1046,11912,1559,12165,3304,7651,2772,5317,2671,5006,3058,4936,3412,4373,4288,3954,4548,4558,4865,4311,5570,3475,6376,2957,8087,1971,8089,1306,5149,911,4420,745,3698,456,2689,60,911,0,9,0,0,0,0,20230403,강북구
202303,우이신설선,솔샘,4,4,3280,252,11120,1720,33268,4116,31356,4747,18659,3196,11734,3619,10357,4098,10167,5314,8905,5945,7108,7026,6814,9548,7335,12421,6730,15329,5245,24989,3668,23422,2482,13464,1773,12415,1483,11084,634,6277,151,2358,0,0,0,0,0,0,20230403,강북구
202303,우이신설선,신설동,50,1,897,827,1110,2505,1399,6043,2804,13147,2062,8960,2182,4755,2847,3713,3263,4133,3740,4309,4266,3067,5452,2665,6794,2769,8058,2362,10509,2463,5107,1380,3536,1022,3346,917,2331,1019,946,621,186,510,0,119,0,0,0,0,20230403,동대문구
202303,우이신설선,정릉,6,2,1985,504,6147,1715,15587,3608,17855,7931,14287,5539,10492,4954,9241,5404,9803,5920,9293,6327,8201,7077,8152,8852,8474,10987,9045,12622,9143,16536,4955,13497,3343,8349,2750,7404,2389,6515,1140,3710,366,1159,0,0,0,0,0,0,20230403,성북구
202303,우이신설선,화계,5,3,2001,641,4574,1376,15129,2571,15350,5620,9692,5337,6996,4698,6983,4553,7925,5485,7208,5521,5772,5096,5650,6311,5798,7342,4808,8038,4423,11172,3464,10630,2051,6232,1476,5347,1058,4636,499,2983,151,991,0,0,0,0,0,0,20230403,강북구
202303,중앙선,망우,330,10,8108,966,12776,3146,33401,6137,27725,15402,18340,10669,13744,9970,12476,10430,13843,10165,13739,11811,12543,12610,12776,14135,14444,18708,13894,21626,14720,30361,9725,22840,6107,14289,5096,10473,3647,9934,1447,6735,20,845,0,0,0,0,0,0,20230403,중랑구
202303,중앙선,상봉(시외버스터미널),531,19,6011,815,9150,2318,23899,5113,26734,8005,15089,6670,10003,4826,8238,6238,10306,7033,8479,7282,8108,7872,7724,10110,7928,11888,9232,15306,10095,25038,6605,21457,5161,11938,4435,9833,3158,10573,1455,5961,101,1219,0,0,0,0,0,0,20230403,중랑구
202303,중앙선,양원,52,0,2614,313,4895,1856,15546,9625,11634,6774,7378,2677,4959,2713,4226,3068,4425,2820,4327,3777,3987,3279,6195,4376,8868,5589,5571,6738,4331,10393,2401,10012,1471,6147,1546,4152,896,4832,318,2914,6,200,0,0,0,0,0,0,20230403,중랑구
202303,중앙선,양평,47,1,1663,88,3689,2159,9301,3926,6773,8173,5429,4737,6503,5267,5133,7007,6196,7551,6920,4783,7215,6019,7317,6600,8616,7293,7680,10046,6853,7559,3862,5644,3210,5782,2411,3455,1898,2892,266,3264,56,892,0,0,0,0,0,0,20230403,영등포구
202303,중앙선,중랑,108,3,6221,603,9884,1944,25499,3182,23546,6598,16835,5879,10190,4885,9571,5010,9592,6286,9314,7132,8220,7366,7452,10611,7929,12983,7651,16927,8006,23156,5583,19204,3993,11406,3077,9073,2448,9783,1178,5374,24,456,0,0,0,0,0,0,20230403,중랑구
202303,중앙선,회기,770,8,12478,3916,21878,13599,62474,33412,84226,77074,54073,55604,41120,48031,43360,44537,49356,41237,51402,43751,51143,40663,60098,40924,73154,48437,80486,62441,68271,92608,38968,68854,35198,44563,38867,44271,36792,47942,17047,31690,748,5493,0,0,0,0,0,0,20230403,동대문구
202302,1호선,동대문,741,5,10093,1940,8192,5672,11705,10216,16480,19398,15906,19686,15016,20502,15969,23875,19892,24722,22668,22701,24624,21513,25581,20078,26348,18784,24815,18295,22741,19029,15862,17684,13247,11999,12279,10335,9595,9899,4302,7802,462,2278,1,197,0,0,0,0,20230303,종로구
202302,1호선,동묘앞,191,6,2555,823,3137,4382,6186,6808,9822,14075,7785,14657,8867,18712,13324,27012,19205,30646,24732,33888,31613,32144,35052,26850,34913,18117,29162,12976,19730,10191,8458,7271,5209,5207,4405,5382,3519,5470,1360,3477,82,1372,0,303,0,0,0,0,20230303,종로구
202302,1호선,서울역,543,26,7202,7719,11072,45251,35896,97034,66013,211077,57146,142919,57504,73985,74479,67303,81531,76061,79480,75227,67535,67570,90100,74241,105815,75866,156895,88327,206509,91428,107347,63689,76674,44161,78852,36978,52229,25380,23492,12995,2267,2824,1,170,0,0,0,0,20230303,중구
202302,1호선,시청,112,2,2179,3867,3307,20185,6670,64643,8493,186762,10256,82473,12755,38379,18481,39305,20123,36461,24815,35942,32522,32310,42777,29000,52961,26321,86342,26233,157030,24378,60313,12328,49946,7611,45664,6932,28972,5173,9628,3361,296,872,1,6,0,0,0,0,20230303,중구
202302,1호선,신설동,341,14,7756,2156,8344,7298,18320,20089,27767,51768,17659,31901,15722,20524,17727,18032,19744,17954,21890,18468,22220,17659,23649,18319,27478,19636,36280,22332,49836,28657,19916,20282,13630,13712,11758,12527,8435,10813,3587,7842,345,1824,1,2,0,0,0,0,20230303,동대문구
202302,1호선,제기동,335,1,4641,1601,7473,7520,19496,17290,29732,35220,21038,27918,21602,32807,28502,42110,35603,47969,39022,51161,43819,46522,49695,38836,48587,31199,42677,26155,38786,26438,19448,17966,12498,11807,8892,10769,5661,9141,2190,6351,148,1161,0,0,0,0,0,0,20230303,동대문구
202302,1호선,종각,82,4,3078,4724,3733,24630,5417,101547,8981,256660,10967,140486,15736,60775,24374,61315,30699,55680,40587,52367,49979,43594,64651,39009,77911,40025,139537,45379,216150,49100,95000,24491,81194,11289,86633,7813,66982,5397,29476,3597,1071,624,0,0,0,0,0,0,20230303,종로구
202302,1호선,종로3가,157,11,3400,2688,3093,12022,4240,22667,7661,67109,12188,63434,17657,56045,27920,66935,39951,69531,48629,65185,57853,56107,68420,46175,75320,41476,84298,39293,98589,40169,59391,19739,46259,9738,49725,7350,37749,5769,15940,3903,1266,1564,0,26,0,0,0,0,20230303,종로구
202302,1호선,종로5가,34,0,1607,3331,2527,13196,4916,37213,8439,93272,11408,58164,18451,52829,29264,60002,39321,59856,48372,53698,57802,50191,62432,43012,64874,37992,83643,34426,98506,32079,51630,17336,35878,8519,32542,6157,20199,4793,6515,2599,285,712,0,0,0,0,0,0,20230303,종로구
202302,1호선,청량리(서울시립대입구),804,8,9820,3331,13083,19875,33306,14290,42662,31336,26781,26019,25478,30809,30202,37485,35736,40094,38976,42411,41333,43606,46238,41968,53484,38045,47458,37508,39925,44625,21353,29906,16385,17377,12826,17100,7938,13937,3048,8373,218,3270,0,0,0,0,0,0,20230303,동대문구
202302,2호선,강남,202,3,9155,10945,17058,48336,35821,139749,59164,285458,50214,303328,50283,150366,68578,110182,83958,106252,101006,121993,111987,106388,138053,100523,162058,108611,236104,137401,306974,185154,207605,113812,162708,57634,189032,45975,176734,38379,85156,23201,14660,7234,5,150,0,1,0,0,20230303,강남구
202302,2호선,강변(동서울터미널),21,2,7696,2034,23866,18226,70316,20619,112239,39531,82142,34974,64834,35575,58080,33985,54572,38315,50373,42763,46887,46786,47253,54766,49064,61180,52604,75468,57460,105988,40132,79306,32055,51495,25494,43589,16448,39188,6971,21600,1003,5495,1,72,0,0,0,0,20230303,광진구
202302,2호선,건대입구,232,4,14737,1582,19523,14795,46839,22328,86193,55099,58638,48660,35170,38232,34963,45622,41130,52998,44981,57510,46676,57981,51093,63886,59672,76495,70340,102177,84655,152372,63166,107631,65016,60287,74547,54902,78454,47804,49478,28342,8072,10433,6,816,0,0,0,0,20230303,광진구
202302,2호선,교대(법원.검찰청),20,1,2387,6459,10296,22505,22148,50448,34804,148647,28673,135445,25864,65464,31524,60325,35426,52612,43586,54898,52244,48152,56680,45739,59415,45985,95470,61917,134800,73335,67353,44667,53085,25069,56306,22211,45153,20763,17614,11052,3245,3247,1,40,0,2,0,0,20230303,서초구
202302,2호선,구로디지털단지,246,12,32814,4617,47827,18069,128641,74520,178810,225060,109284,140844,63897,58903,58568,42813,64474,46422,64111,57974,59439,56897,63117,63347,75176,75714,127683,102804,210730,153552,101556,139106,63919,83832,56135,81772,42995,77440,20359,47360,3327,13370,1,357,0,0,0,0,20230303,구로구
202302,2호선,구의(광진구청),45,3,11805,1485,23268,17580,60767,13724,109768,37034,66744,22331,34533,18188,30368,19571,31400,22401,30379,24873,27754,26731,28551,33865,36982,39149,35856,53848,42786,89442,22431,66617,17409,42046,16248,40804,14899,37554,8141,22081,1296,7150,3,131,0,0,0,0,20230303,광진구
202302,2호선,낙성대(강감찬),36,0,10131,2074,22952,8761,74366,14415,122371,35677,79271,29069,42657,23671,36465,22046,38807,25555,38288,26960,33648,29164,32611,35094,36767,40518,42476,54879,47691,93645,26472,86175,20943,52652,19396,48810,15633,50208,8105,31121,1364,9438,2,178,0,0,0,0,20230303,관악구
202302,2호선,당산,15,2,5684,2767,14376,10873,39954,25501,52297,74833,31810,33966,22254,18144,22440,16941,23413,18891,22608,21217,21533,21066,22244,23968,25929,29567,40447,42875,58799,70208,25353,49171,19326,30803,19315,31113,16941,27950,8353,18807,1407,4430,2,139,0,0,0,0,20230303,영등포구
202302,2호선,대림(구로구청),548,23,29583,3314,27226,9618,59197,20005,87616,52448,58173,32908,34893,28978,33392,31867,34000,30679,32835,31807,31547,32273,32370,38971,35596,46524,42198,56373,50893,64484,25754,52355,18951,35803,14493,44061,10802,40925,5174,20603,854,5466,1,187,0,1,0,0,20230303,영등포구
202302,2호선,도림천,0,0,301,417,1053,867,3112,2786,3650,5512,1970,1760,1992,1541,1552,1325,2336,1875,1573,1574,1876,1808,2052,1727,2517,2063,2730,2141,3406,3074,1734,2684,852,1646,740,1487,454,1244,172,908,32,244,1,4,0,0,0,0,20230303,구로구
202302,2호선,동대문역사문화공원(DDP),221,7,4686,1232,3772,7176,6293,15951,12380,40858,11054,28466,12271,23661,14309,25168,16344,24891,18729,25084,22150,24508,26177,23343,29871,21664,38096,23498,43106,27926,25684,25519,19676,17393,21045,15071,15885,13424,8292,8479,1588,2944,3,130,0,0,0,0,20230303,중구
202302,2호선,뚝섬,8,1,2667,2010,6911,14158,15923,34342,23200,131674,16220,89581,13591,39521,15476,31329,18996,32966,23282,34299,27413,30142,33337,30313,42249,31282,67293,34493,127824,42165,61728,25405,40990,13442,38342,11614,26175,10300,10535,7086,1526,2655,3,62,0,0,0,0,20230303,성동구
202302,2호선,문래,6,0,3725,1824,12215,10212,40271,33706,46615,122816,25861,58514,18635,25185,19036,22873,22640,24693,24113,25959,24119,24150,27570,25000,33366,29214,56892,36362,104949,56143,38879,40357,26425,21218,28283,18231,22156,16523,10823,10788,1799,3196,4,82,0,0,0,0,20230303,영등포구
202302,2호선,방배,1,0,2204,2528,8276,11412,19277,22963,28863,66210,23508,41752,17662,23352,18979,18973,20470,19598,21969,22703,22829,21120,24795,20951,29809,22177,39217,28328,60652,33498,27107,26114,19291,16338,18739,15387,14615,15502,6185,8887,1043,2599,0,13,0,0,0,0,20230303,서초구
202302,2호선,봉천,47,1,13542,1436,25295,6026,75665,9724,116314,23599,71366,19556,38788,17825,31742,20972,34538,22355,33760,24652,29196,27517,27771,34946,29495,39902,29120,52057,31626,81291,19240,73424,15635,44162,13825,40364,10609,39295,4816,24043,937,7724,1,447,0,1,0,0,20230303,관악구
202302,2호선,사당,74,6,11299,4016,24270,31796,68374,39282,92291,61584,73104,49372,46848,42102,42779,55523,49282,55927,51211,51871,57226,50437,60011,60834,62441,80276,74349,117761,91684,163781,64188,118925,61534,68386,67582,63274,66279,58916,36251,36701,5786,10769,2,626,0,0,0,0,20230303,동작구
202302,2호선,삼성(무역센터),136,0,4341,4964,6479,38992,12346,129484,17387,329602,18889,232387,21775,111987,32558,84568,41553,76166,57081,81538,72224,71399,94831,59614,121671,55129,208768,57018,307149,60631,155867,32505,115935,16984,100797,14547,62278,11116,19348,6294,2558,3451,1,1060,0,0,0,0,20230303,강남구
202302,2호선,상왕십리,34,0,5062,573,12234,5808,36184,10654,60404,31239,34325,16863,20252,12466,19179,11655,19716,13924,19337,14622,17942,15937,18136,18331,19881,21304,23896,30439,26178,50964,17365,34956,11498,22076,10046,21153,7168,19596,3019,12300,443,4008,0,39,0,0,0,0,20230303,성동구
202302,2호선,서울대입구(관악구청),4144,29,25221,2231,37523,11804,116820,21617,169578,56411,117115,54946,66866,44753,57926,44510,62703,48037,67644,52911,60802,54629,59487,61909,66705,72993,73622,98670,84959,158218,51814,141170,43767,81816,46026,75947,41543,73520,22184,45700,3563,17585,0,2953,0,0,0,0,20230303,관악구
202302,2호선,서초,23,0,1678,4902,7889,19117,16495,44800,26644,110222,26334,88896,20042,40991,26882,33548,25127,24915,32640,28779,34071,24786,41504,20232,43610,22143,70327,25372,95135,27036,44904,19210,30790,10648,29986,10302,20389,9943,6084,5584,901,1455,0,7,0,0,0,0,20230303,서초구
202302,2호선,선릉,87,5,4531,5797,9777,37993,18022,104965,30135,271378,29486,216741,32601,104807,42779,62566,51656,58086,60082,64262,71853,53269,90319,46663,115261,46206,187001,51142,290677,58144,145601,36194,93336,21156,88227,18250,71433,16457,27275,9922,4248,4334,1,143,0,1,0,0,20230303,강남구
202302,2호선,성수,45,2,4923,3974,8458,28782,20015,70373,29012,262860,22825,151899,20385,69181,23685,53918,28998,58933,36105,64889,43378,60496,53463,59479,70643,57919,127988,61167,240503,68496,115673,41273,80581,19581,74647,15700,53936,13678,22363,10805,3422,5524,4,841,0,0,0,0,20230303,성동구
202302,2호선,시청,73,0,835,1479,1676,15878,4870,61844,7318,209361,10401,82993,14573,27752,20866,25241,20573,24911,25735,26825,30981,25940,38131,24020,46144,19709,92605,21848,165233,21827,58347,11200,44232,6739,40817,6729,25357,5874,10299,4098,1286,1235,1,60,0,0,0,0,20230303,중구
202302,2호선,신답,6,0,1177,152,1705,599,6003,827,10885,1795,4686,911,2359,1037,2031,1143,2163,1325,2009,1536,1774,1981,1725,2531,1928,3504,2065,4287,2279,9279,1113,6692,576,3239,470,3632,448,2973,146,2025,33,558,0,2,0,0,0,0,20230303,성동구
202302,2호선,신당,26,2,5608,910,9694,7377,25252,13688,43985,29347,25851,21300,17531,17394,17315,19107,20120,20248,21037,20940,21209,21696,22353,23231,25273,27017,28737,33442,31845,50585,21777,33804,17029,20885,15507,17923,13904,17075,7006,10572,1201,3428,0,57,0,0,0,0,20230303,중구
202302,2호선,신대방,175,2,21353,1650,30475,8405,80980,14455,124924,24458,77271,17306,42309,16087,34995,17622,35245,20740,33239,23436,29490,27122,27892,36012,29857,42045,31523,56853,32492,84605,19682,80632,14570,53205,11955,54624,9292,51234,4721,30332,891,8447,0,253,0,0,0,0,20230303,동작구
202302,2호선,신도림,3358,20,30223,4507,46510,18848,126849,38124,137622,107340,83996,62230,57510,59164,57792,60374,63959,62634,66325,66987,69160,63733,73420,70278,80818,80438,98953,109405,120986,167820,71307,124790,59105,69904,62762,66069,51885,63256,21473,49025,2581,20693,6,2520,0,1,0,0,20230303,구로구
202302,2호선,신림,187,8,34559,3721,63021,16594,173198,21558,257903,41254,158972,40479,86461,37443,71729,44307,75542,48857,72610,55276,67888,60699,66078,76640,71133,92545,74298,126541,78144,211064,52458,200737,44306,120983,43736,112653,38780,106614,23731,68806,4634,21346,5,660,0,0,0,0,20230303,관악구
202302,2호선,신설동,55,2,1545,286,1380,1928,4300,5065,7872,13148,4588,8127,3749,7572,4896,7205,5936,7091,6889,7364,7969,6252,8863,5633,9506,4761,10990,5385,13008,6756,4457,5345,2983,3722,2593,3059,1764,2803,690,1943,120,697,0,134,0,0,0,0,20230303,동대문구
202302,2호선,신정네거리,55,0,7485,788,16691,2456,45851,4235,42812,10665,23307,7965,16786,6875,14742,8685,15367,9870,14362,11084,12562,12051,11359,16261,12587,20079,12709,27484,11709,45711,7179,35238,5108,20027,4462,17990,3447,16578,1389,11296,291,3241,1,158,0,0,0,0,20230303,양천구
202302,2호선,신촌,49,3,6373,2501,12792,12726,33510,31640,51061,70954,36320,85592,33988,60302,41076,59804,52819,63804,56993,69993,58614,62409,67915,59632,76796,62288,90386,78123,90772,108004,64266,71357,66698,40454,69137,34850,68138,30224,34413,21054,5352,5990,2,111,0,0,0,0,20230303,마포구
202302,2호선,아현,18,0,4196,886,9067,5169,26210,8359,38612,16495,22390,12572,16373,10077,15837,9661,16810,11015,15810,12699,14600,12939,16161,15131,17038,16486,17990,22020,18872,31956,11719,23986,8585,15923,6302,15342,4441,13919,2029,8847,348,2558,2,26,0,0,0,0,20230303,마포구
202302,2호선,양천구청,11,0,4239,894,10044,2092,30377,4240,28064,9958,16776,5259,11611,4551,10491,4988,10888,6626,9416,7469,7954,8134,7724,10302,8376,12671,10019,17565,9497,27740,4129,23575,2873,13669,2384,13211,2103,10636,713,8706,113,2642,0,16,0,0,0,0,20230303,양천구
202302,2호선,역삼,34,1,3381,6825,8143,37224,13595,141765,24670,358774,21814,302267,23042,131061,31301,68545,38947,58966,47239,65088,56648,51352,74470,45345,94575,42094,205394,50148,278718,59491,156723,36790,92475,20868,87048,17510,59603,14988,22619,9006,3498,3152,1,90,0,0,0,0,20230303,강남구
